config,case,fit,syn,sem,sol,solMax
REALSEM,arbiter,0.95,0.83,0.82,392,479
REALSEM,arbiter,0.91,0.63,0.67,479,479
REALSEM,arbiter,0.87,0.53,0.56,376,479
REALSEM,arbiter,0.89,0.73,0.66,398,479
REALSEM,arbiter,0.97,0.81,0.83,294,479
REALSEM,minepump,1.00,0.50,0.97,439,448
REALSEM,minepump,1.00,0.47,0.98,448,448
REALSEM,minepump,1.00,0.53,0.97,382,448
REALSEM,minepump,0.98,0.55,0.86,293,448
REALSEM,minepump,nan,nan,nan,nan,448
REALSEM,minepump,1.00,0.41,0.80,351,448
REALSEM,minepump,1.00,0.51,0.98,441,448
REALSEM,minepump,1.00,0.51,0.98,395,448
REALSEM,minepump,nan,nan,nan,nan,448
REALSEM,minepump,1.00,0.49,0.96,381,448
REALSEM,RG1,1.00,0.50,0.98,211,436
REALSEM,RG1,nan,nan,nan,nan,436
REALSEM,RG1,0.93,0.51,0.75,217,436
REALSEM,RG1,nan,nan,nan,nan,436
REALSEM,RG1,0.99,0.54,0.93,290,436
REALSEM,RG1,0.95,0.44,0.82,436,436
REALSEM,RG1,1.00,0.46,nan,355,436
REALSEM,RG1,nan,nan,nan,nan,436
REALSEM,RG1,nan,nan,nan,nan,436
REALSEM,RG1,0.91,0.52,0.50,253,436
REALSEM,RG2,nan,nan,nan,nan,537
REALSEM,RG2,0.98,0.65,0.92,469,537
REALSEM,RG2,0.95,0.54,0.82,495,537
REALSEM,RG2,0.91,0.59,0.71,383,537
REALSEM,RG2,0.93,0.55,0.77,493,537
REALSEM,RG2,0.94,0.58,0.81,522,537
REALSEM,RG2,0.95,0.62,0.83,537,537
REALSEM,RG2,nan,nan,nan,nan,537
REALSEM,RG2,0.92,0.64,0.74,452,537
REALSEM,RG2,0.97,0.67,0.85,409,537
REALSEM,Lift,nan,nan,nan,nan,390
REALSEM,Lift,1.00,0.50,nan,322,390
REALSEM,Lift,1.00,0.50,nan,353,390
REALSEM,Lift,1.00,0.50,nan,159,390
REALSEM,Lift,1.00,0.50,nan,390,390
REALSEM,Lift,1.00,0.50,nan,260,390
REALSEM,Lift,1.00,0.50,nan,259,390
REALSEM,Lift,nan,nan,nan,nan,390
REALSEM,Lift,nan,nan,nan,nan,390
REALSEM,Lift,nan,nan,nan,nan,390
REALSEM,HumanoidLTL_458,nan,nan,nan,nan,629
REALSEM,HumanoidLTL_458,0.97,0.45,0.93,507,629
REALSEM,HumanoidLTL_458,0.99,0.45,0.99,604,629
REALSEM,HumanoidLTL_458,0.99,0.45,0.99,553,629
REALSEM,HumanoidLTL_458,0.99,0.45,0.98,603,629
REALSEM,HumanoidLTL_458,0.99,0.45,0.99,556,629
REALSEM,HumanoidLTL_458,0.99,0.43,0.99,629,629
REALSEM,HumanoidLTL_458,0.98,0.44,0.94,488,629
REALSEM,HumanoidLTL_458,0.99,0.45,0.98,547,629
REALSEM,HumanoidLTL_458,0.98,0.44,0.92,550,629
REALSEM,GyroUnrealizable_Var1,nan,nan,nan,nan,597
REALSEM,GyroUnrealizable_Var1,1.00,0.35,nan,318,597
REALSEM,GyroUnrealizable_Var1,1.00,0.36,nan,221,597
REALSEM,GyroUnrealizable_Var1,nan,nan,nan,nan,597
REALSEM,GyroUnrealizable_Var1,1.00,0.36,nan,127,597
REALSEM,GyroUnrealizable_Var1,1.00,0.34,nan,333,597
REALSEM,GyroUnrealizable_Var1,nan,nan,nan,nan,597
REALSEM,GyroUnrealizable_Var1,1.00,0.34,nan,478,597
REALSEM,GyroUnrealizable_Var1,1.00,0.35,nan,482,597
REALSEM,GyroUnrealizable_Var1,1.00,0.33,nan,597,597
REALSEM,GyroUnrealizable_Var2,nan,nan,nan,nan,598
REALSEM,GyroUnrealizable_Var2,1.00,0.38,nan,321,598
REALSEM,GyroUnrealizable_Var2,1.00,0.39,nan,345,598
REALSEM,GyroUnrealizable_Var2,1.00,0.37,nan,598,598
REALSEM,GyroUnrealizable_Var2,1.00,0.39,nan,312,598
REALSEM,GyroUnrealizable_Var2,1.00,0.38,nan,385,598
REALSEM,GyroUnrealizable_Var2,1.00,0.39,nan,206,598
REALSEM,GyroUnrealizable_Var2,1.00,0.38,nan,598,598
REALSEM,GyroUnrealizable_Var2,1.00,0.39,nan,526,598
REALSEM,GyroUnrealizable_Var2,1.00,0.38,nan,569,598
REALSEM,detector,0.95,0.57,0.83,433,465
REALSEM,detector,0.95,0.62,0.81,414,465
REALSEM,detector,0.91,0.60,0.71,373,465
REALSEM,detector,0.93,0.60,0.77,401,465
REALSEM,detector,0.95,0.57,0.83,418,465
REALSEM,detector,0.95,0.63,0.84,463,465
REALSEM,detector,0.95,0.54,0.84,390,465
REALSEM,detector,0.00,0.00,0.00,0,465
REALSEM,detector,0.95,0.56,0.83,464,465
REALSEM,detector,0.94,0.55,0.78,465,465
REALSEM,full_arbiter,0.60,0.34,0.25,3,6
REALSEM,full_arbiter,0.67,0.34,0.27,4,6
REALSEM,full_arbiter,0.66,0.32,0.33,3,6
REALSEM,full_arbiter,0.69,0.38,0.33,6,6
REALSEM,full_arbiter,0.42,0.23,0.25,1,6
REALSEM,full_arbiter,0.50,0.23,0.25,1,6
REALSEM,full_arbiter,0.69,0.33,0.31,3,6
REALSEM,full_arbiter,0.66,0.33,0.32,3,6
REALSEM,full_arbiter,0.52,0.28,0.17,2,6
REALSEM,full_arbiter,0.44,0.23,0.05,1,6
REALSEM,lily02,0.87,0.56,0.58,265,387
REALSEM,lily02,0.00,0.00,0.00,0,387
REALSEM,lily02,0.90,0.41,0.39,387,387
REALSEM,lily02,0.88,0.55,0.65,362,387
REALSEM,lily02,0.87,0.47,0.56,375,387
REALSEM,lily02,0.00,0.00,0.00,0,387
REALSEM,lily02,0.00,0.00,0.00,0,387
REALSEM,lily02,0.94,0.57,0.77,302,387
REALSEM,lily02,0.88,0.49,0.67,319,387
REALSEM,lily02,0.96,0.68,0.84,346,387
REALSEM,lily11,1.00,0.73,1.00,497,663
REALSEM,lily11,1.00,0.79,1.00,589,663
REALSEM,lily11,0.98,0.71,0.92,663,663
REALSEM,lily11,0.99,0.79,0.96,647,663
REALSEM,lily11,0.98,0.71,0.94,618,663
REALSEM,lily11,1.00,0.77,0.99,556,663
REALSEM,lily11,0.98,0.59,0.94,467,663
REALSEM,lily11,0.98,0.66,0.94,594,663
REALSEM,lily11,1.00,0.77,0.99,651,663
REALSEM,lily15,0.93,0.63,0.76,329,479
REALSEM,lily15,0.92,0.65,0.73,479,479
REALSEM,lily15,0.92,0.64,0.72,414,479
REALSEM,lily15,0.00,0.00,0.00,0,479
REALSEM,lily15,0.92,0.66,0.72,341,479
REALSEM,lily15,0.92,0.62,0.71,397,479
REALSEM,lily15,0.90,0.64,0.67,378,479
REALSEM,lily15,0.91,0.62,0.69,448,479
REALSEM,lily15,0.91,0.65,0.70,402,479
REALSEM,lily16,0.00,0.00,0.00,0,422
REALSEM,lily16,0.86,0.60,0.52,372,422
REALSEM,lily16,0.88,0.63,0.59,422,422
REALSEM,lily16,0.86,0.61,0.52,386,422
REALSEM,lily16,0.89,0.64,0.62,351,422
REALSEM,lily16,0.85,0.62,0.50,418,422
REALSEM,lily16,0.85,0.62,0.50,293,422
REALSEM,lily16,0.88,0.62,0.61,403,422
REALSEM,lily16,0.00,0.00,0.00,0,422
REALSEM,load_balancer,1.00,0.55,0.99,430,588
REALSEM,load_balancer,1.00,0.56,0.99,588,588
REALSEM,load_balancer,1.00,0.54,0.99,562,588
REALSEM,load_balancer,1.00,0.60,0.99,438,588
REALSEM,load_balancer,1.00,0.57,0.99,542,588
REALSEM,load_balancer,1.00,0.54,0.99,554,588
REALSEM,load_balancer,1.00,0.54,0.99,499,588
REALSEM,load_balancer,1.00,0.54,0.99,471,588
REALSEM,load_balancer,1.00,0.55,0.99,507,588
REALSEM,ltl2dba_R_2,1.00,0.41,1.00,583,649
REALSEM,ltl2dba_R_2,1.00,0.39,1.00,556,649
REALSEM,ltl2dba_R_2,1.00,0.47,0.00,590,649
REALSEM,ltl2dba_R_2,1.00,0.38,1.00,598,649
REALSEM,ltl2dba_R_2,0.00,0.00,0.00,0,649
REALSEM,ltl2dba_R_2,1.00,0.38,1.00,550,649
REALSEM,ltl2dba_R_2,1.00,0.40,0.99,643,649
REALSEM,ltl2dba_R_2,1.00,0.40,1.00,580,649
REALSEM,ltl2dba_R_2,1.00,0.36,1.00,649,649
REALSEM,ltl2dba_theta_2,0.98,0.53,0.92,625,661
REALSEM,ltl2dba_theta_2,0.99,0.66,0.97,661,661
REALSEM,ltl2dba_theta_2,0.97,0.55,0.91,625,661
REALSEM,ltl2dba_theta_2,0.97,0.54,0.89,627,661
REALSEM,ltl2dba_theta_2,0.96,0.65,0.87,650,661
REALSEM,ltl2dba_theta_2,0.99,0.63,0.95,591,661
REALSEM,ltl2dba_theta_2,0.97,0.52,0.89,604,661
REALSEM,ltl2dba_theta_2,0.97,0.54,0.89,636,661
REALSEM,ltl2dba_theta_2,0.96,0.51,0.86,627,661
REALSEM,ltl2dba27,0.99,0.45,0.96,523,636
REALSEM,ltl2dba27,0.99,0.40,0.98,529,636
REALSEM,ltl2dba27,0.99,0.52,0.97,511,636
REALSEM,ltl2dba27,1.00,0.49,1.00,636,636
REALSEM,ltl2dba27,0.98,0.41,0.93,625,636
REALSEM,ltl2dba27,1.00,0.51,1.00,546,636
REALSEM,ltl2dba27,0.97,0.32,0.89,562,636
REALSEM,ltl2dba27,1.00,0.46,1.00,540,636
REALSEM,ltl2dba27,1.00,0.40,1.00,587,636
REALSEM,prioritized_arbiter,0.61,0.48,0.00,5,17
REALSEM,prioritized_arbiter,0.85,0.63,0.48,17,17
REALSEM,prioritized_arbiter,0.81,0.63,0.35,11,17
REALSEM,prioritized_arbiter,0.79,0.65,0.30,15,17
REALSEM,prioritized_arbiter,0.86,0.63,0.49,14,17
REALSEM,prioritized_arbiter,0.70,0.56,0.28,7,17
REALSEM,prioritized_arbiter,0.72,0.59,0.30,9,17
REALSEM,prioritized_arbiter,0.69,0.56,0.29,6,17
REALSEM,prioritized_arbiter,0.82,0.64,0.40,10,17
REALSEM,round_robin,1.00,0.49,1.00,726,730
REALSEM,round_robin,1.00,0.56,1.00,719,730
REALSEM,round_robin,1.00,0.50,0.99,674,730
REALSEM,round_robin,1.00,0.52,1.00,730,730
REALSEM,round_robin,1.00,0.55,1.00,692,730
REALSEM,round_robin,1.00,0.50,1.00,666,730
REALSEM,round_robin,1.00,0.52,1.00,719,730
REALSEM,round_robin,1.00,0.48,1.00,672,730
REALSEM,round_robin,1.00,0.51,1.00,657,730
REALSEM,simple_arbiter,0.95,0.50,0.82,515,565
REALSEM,simple_arbiter,0.95,0.53,0.85,538,565
REALSEM,simple_arbiter,0.94,0.56,0.77,545,565
REALSEM,simple_arbiter,1.00,0.73,0.99,547,565
REALSEM,simple_arbiter,0.92,0.53,0.71,509,565
REALSEM,simple_arbiter,0.98,0.63,0.90,524,565
REALSEM,simple_arbiter,0.93,0.50,0.80,565,565
REALSEM,simple_arbiter,0.97,0.58,0.90,512,565
REALSEM,simple_arbiter,0.97,0.56,0.89,488,565
REALSYN,arbiter,0.98,0.92,0.59,468,494
REALSYN,arbiter,0.98,0.92,0.55,371,494
REALSYN,arbiter,0.98,0.93,0.59,429,494
REALSYN,arbiter,0.98,0.93,0.55,449,494
REALSYN,arbiter,0.98,0.93,0.58,442,494
REALSYN,arbiter,0.98,0.93,0.59,390,494
REALSYN,arbiter,0.98,0.92,0.59,450,494
REALSYN,arbiter,0.98,0.93,0.55,409,494
REALSYN,arbiter,0.98,0.93,0.54,494,494
REALSYN,arbiter,0.98,0.92,0.55,443,494
REALSYN,minepump,0.91,0.69,0.67,447,524
REALSYN,minepump,0.92,0.75,0.67,449,524
REALSYN,minepump,0.92,0.73,0.68,418,524
REALSYN,minepump,0.92,0.73,0.70,469,524
REALSYN,minepump,0.92,0.73,0.77,488,524
REALSYN,minepump,0.91,0.70,0.71,405,524
REALSYN,minepump,0.92,0.73,0.68,472,524
REALSYN,minepump,0.92,0.74,0.66,481,524
REALSYN,minepump,0.92,0.73,0.68,524,524
REALSYN,minepump,0.91,0.71,0.67,463,524
REALSYN,RG1,nan,nan,nan,nan,366
REALSYN,RG1,0.94,0.78,0.49,195,366
REALSYN,RG1,nan,nan,nan,nan,366
REALSYN,RG1,0.93,0.76,0.42,229,366
REALSYN,RG1,0.93,0.77,0.35,268,366
REALSYN,RG1,0.92,0.74,0.46,325,366
REALSYN,RG1,0.93,0.77,0.39,366,366
REALSYN,RG1,0.91,0.71,0.40,173,366
REALSYN,RG1,0.93,0.77,0.38,170,366
REALSYN,RG1,0.91,0.69,0.29,302,366
REALSYN,RG2,nan,nan,nan,nan,414
REALSYN,RG2,0.96,0.86,0.55,319,414
REALSYN,RG2,0.94,0.81,0.52,323,414
REALSYN,RG2,nan,nan,nan,nan,414
REALSYN,RG2,0.95,0.84,0.56,414,414
REALSYN,RG2,0.96,0.86,0.55,407,414
REALSYN,RG2,nan,nan,nan,nan,414
REALSYN,RG2,0.96,0.86,0.60,395,414
REALSYN,RG2,nan,nan,nan,nan,414
REALSYN,RG2,0.95,0.84,0.56,295,414
REALSYN,Lift,0.86,0.52,nan,178,240
REALSYN,Lift,0.86,0.54,nan,78,240
REALSYN,Lift,0.86,0.54,nan,180,240
REALSYN,Lift,0.86,0.54,nan,64,240
REALSYN,Lift,0.86,0.53,nan,77,240
REALSYN,Lift,0.86,0.54,nan,240,240
REALSYN,Lift,0.86,0.54,nan,107,240
REALSYN,Lift,nan,nan,nan,nan,240
REALSYN,Lift,nan,nan,nan,nan,240
REALSYN,Lift,nan,nan,nan,nan,240
REALSYN,HumanoidLTL_458,0.84,0.48,0.50,578,578
REALSYN,HumanoidLTL_458,0.84,0.48,0.50,564,578
REALSYN,HumanoidLTL_458,0.84,0.48,0.50,534,578
REALSYN,HumanoidLTL_458,0.84,0.48,0.50,551,578
REALSYN,HumanoidLTL_458,0.84,0.48,0.50,570,578
REALSYN,HumanoidLTL_458,0.84,0.48,0.50,528,578
REALSYN,HumanoidLTL_458,0.84,0.48,0.50,508,578
REALSYN,HumanoidLTL_458,0.84,0.48,0.50,492,578
REALSYN,HumanoidLTL_458,0.84,0.48,0.50,556,578
REALSYN,HumanoidLTL_458,0.84,0.48,0.50,498,578
REALSYN,GyroUnrealizable_Var1,nan,nan,nan,nan,522
REALSYN,GyroUnrealizable_Var1,0.83,0.43,nan,291,522
REALSYN,GyroUnrealizable_Var1,nan,nan,nan,nan,522
REALSYN,GyroUnrealizable_Var1,0.83,0.42,nan,342,522
REALSYN,GyroUnrealizable_Var1,nan,nan,nan,nan,522
REALSYN,GyroUnrealizable_Var1,0.83,0.43,nan,522,522
REALSYN,GyroUnrealizable_Var1,0.83,0.43,nan,352,522
REALSYN,GyroUnrealizable_Var1,nan,nan,nan,nan,522
REALSYN,GyroUnrealizable_Var1,nan,nan,nan,nan,522
REALSYN,GyroUnrealizable_Var1,0.83,0.43,nan,475,522
REALSYN,GyroUnrealizable_Var2,0.84,0.46,nan,407,615
REALSYN,GyroUnrealizable_Var2,0.84,0.46,nan,615,615
REALSYN,GyroUnrealizable_Var2,nan,nan,nan,nan,615
REALSYN,GyroUnrealizable_Var2,nan,nan,nan,nan,615
REALSYN,GyroUnrealizable_Var2,nan,nan,nan,nan,615
REALSYN,GyroUnrealizable_Var2,0.84,0.47,nan,404,615
REALSYN,GyroUnrealizable_Var2,0.84,0.47,nan,604,615
REALSYN,GyroUnrealizable_Var2,nan,nan,nan,nan,615
REALSYN,GyroUnrealizable_Var2,0.84,0.47,nan,321,615
REALSYN,GyroUnrealizable_Var2,0.84,0.47,nan,544,615
REALSYN,detector,0.92,0.73,0.47,385,460
REALSYN,detector,0.92,0.74,0.46,425,460
REALSYN,detector,0.92,0.75,0.46,448,460
REALSYN,detector,0.93,0.77,0.35,410,460
REALSYN,detector,0.92,0.73,0.35,460,460
REALSYN,detector,0.92,0.74,0.00,402,460
REALSYN,detector,0.92,0.74,0.50,460,460
REALSYN,detector,0.92,0.74,0.33,377,460
REALSYN,detector,0.93,0.76,0.47,360,460
REALSYN,detector,0.91,0.72,0.48,448,460
REALSYN,full_arbiter,0.84,0.47,0.30,368,430
REALSYN,full_arbiter,0.84,0.47,0.22,430,430
REALSYN,full_arbiter,0.84,0.46,0.22,368,430
REALSYN,full_arbiter,0.84,0.47,0.46,377,430
REALSYN,full_arbiter,0.84,0.47,0.45,393,430
REALSYN,full_arbiter,0.84,0.46,0.26,407,430
REALSYN,full_arbiter,0.84,0.47,0.27,352,430
REALSYN,full_arbiter,0.84,0.47,0.35,371,430
REALSYN,full_arbiter,0.84,0.47,0.22,392,430
REALSYN,full_arbiter,0.84,0.47,0.28,282,430
REALSYN,lily02,0.94,0.79,0.56,300,359
REALSYN,lily02,0.93,0.77,0.51,345,359
REALSYN,lily02,0.94,0.79,0.56,345,359
REALSYN,lily02,0.92,0.75,0.49,243,359
REALSYN,lily02,0.92,0.75,0.51,316,359
REALSYN,lily02,0.93,0.78,0.56,282,359
REALSYN,lily02,0.94,0.78,0.56,298,359
REALSYN,lily02,0.94,0.79,0.51,258,359
REALSYN,lily02,0.94,0.79,0.60,312,359
REALSYN,lily02,0.93,0.78,0.56,359,359
REALSYN,lily11,0.00,0.00,0.00,0,608
REALSYN,lily11,0.95,0.83,0.00,543,608
REALSYN,lily11,0.96,0.86,0.85,582,608
REALSYN,lily11,0.96,0.86,0.86,562,608
REALSYN,lily11,0.95,0.85,0.87,608,608
REALSYN,lily11,0.96,0.86,0.83,427,608
REALSYN,lily11,0.96,0.86,0.87,575,608
REALSYN,lily11,0.95,0.85,0.84,569,608
REALSYN,lily11,0.00,0.00,0.00,0,608
REALSYN,lily11,0.96,0.86,0.85,581,608
REALSYN,lily15,0.00,0.00,0.00,0,402
REALSYN,lily15,0.94,0.78,0.41,311,402
REALSYN,lily15,0.92,0.74,0.42,402,402
REALSYN,lily15,0.92,0.72,0.43,377,402
REALSYN,lily15,0.92,0.74,0.33,356,402
REALSYN,lily15,0.92,0.74,0.38,345,402
REALSYN,lily15,0.92,0.73,0.48,253,402
REALSYN,lily15,0.00,0.00,0.00,0,402
REALSYN,lily15,0.91,0.71,0.48,295,402
REALSYN,lily15,0.91,0.70,0.45,187,402
REALSYN,lily16,0.00,0.00,0.00,0,344
REALSYN,lily16,0.91,0.70,0.39,254,344
REALSYN,lily16,0.91,0.71,0.38,259,344
REALSYN,lily16,0.90,0.68,0.41,101,344
REALSYN,lily16,0.92,0.73,0.21,152,344
REALSYN,lily16,0.91,0.71,0.29,294,344
REALSYN,lily16,0.91,0.71,0.32,170,344
REALSYN,lily16,0.90,0.67,0.44,197,344
REALSYN,lily16,0.91,0.69,0.44,344,344
REALSYN,lily16,0.90,0.68,0.42,187,344
REALSYN,load_balancer,0.90,0.68,0.99,503,523
REALSYN,load_balancer,0.90,0.67,0.92,260,523
REALSYN,load_balancer,0.90,0.67,0.96,523,523
REALSYN,load_balancer,0.00,0.00,0.00,0,523
REALSYN,load_balancer,0.90,0.67,0.99,451,523
REALSYN,load_balancer,0.91,0.68,0.99,476,523
REALSYN,load_balancer,0.90,0.68,0.98,385,523
REALSYN,load_balancer,0.90,0.68,1.00,403,523
REALSYN,load_balancer,0.90,0.67,0.99,345,523
REALSYN,load_balancer,0.90,0.68,0.96,495,523
REALSYN,ltl2dba_R_2,0.93,0.77,0.00,559,658
REALSYN,ltl2dba_R_2,0.92,0.75,0.42,514,658
REALSYN,ltl2dba_R_2,0.92,0.72,0.53,533,658
REALSYN,ltl2dba_R_2,0.93,0.78,0.31,469,658
REALSYN,ltl2dba_R_2,0.92,0.72,0.38,526,658
REALSYN,ltl2dba_R_2,0.92,0.74,0.33,658,658
REALSYN,ltl2dba_R_2,0.92,0.73,0.40,534,658
REALSYN,ltl2dba_R_2,0.92,0.74,0.38,551,658
REALSYN,ltl2dba_R_2,0.92,0.74,0.28,515,658
REALSYN,ltl2dba_R_2,0.93,0.76,0.40,624,658
REALSYN,ltl2dba_theta_2,0.93,0.77,0.55,571,664
REALSYN,ltl2dba_theta_2,0.93,0.78,0.50,617,664
REALSYN,ltl2dba_theta_2,0.93,0.76,0.65,574,664
REALSYN,ltl2dba_theta_2,0.00,0.00,0.00,0,664
REALSYN,ltl2dba_theta_2,0.96,0.87,0.38,615,664
REALSYN,ltl2dba_theta_2,0.94,0.79,0.39,607,664
REALSYN,ltl2dba_theta_2,0.95,0.82,0.57,619,664
REALSYN,ltl2dba_theta_2,0.94,0.80,0.45,611,664
REALSYN,ltl2dba_theta_2,0.95,0.82,0.42,578,664
REALSYN,ltl2dba_theta_2,0.93,0.77,0.53,664,664
REALSYN,ltl2dba27,0.92,0.73,0.35,464,605
REALSYN,ltl2dba27,0.93,0.76,0.28,526,605
REALSYN,ltl2dba27,0.91,0.71,0.35,489,605
REALSYN,ltl2dba27,0.92,0.73,0.17,460,605
REALSYN,ltl2dba27,0.93,0.76,0.25,534,605
REALSYN,ltl2dba27,0.93,0.75,0.30,531,605
REALSYN,ltl2dba27,0.93,0.76,0.25,563,605
REALSYN,ltl2dba27,0.92,0.74,0.30,591,605
REALSYN,ltl2dba27,0.92,0.74,0.35,533,605
REALSYN,ltl2dba27,0.93,0.76,0.14,605,605
REALSYN,prioritized_arbiter,0.91,0.69,0.34,496,496
REALSYN,prioritized_arbiter,0.91,0.69,0.43,395,496
REALSYN,prioritized_arbiter,0.91,0.68,0.36,492,496
REALSYN,prioritized_arbiter,0.90,0.68,0.26,347,496
REALSYN,prioritized_arbiter,0.90,0.68,0.45,401,496
REALSYN,prioritized_arbiter,0.91,0.69,0.51,483,496
REALSYN,prioritized_arbiter,0.90,0.68,0.26,459,496
REALSYN,prioritized_arbiter,0.90,0.68,0.28,448,496
REALSYN,prioritized_arbiter,0.91,0.69,0.45,418,496
REALSYN,prioritized_arbiter,0.91,0.70,0.66,424,496
REALSYN,round_robin,0.90,0.66,1.00,672,672
REALSYN,round_robin,0.90,0.66,1.00,646,672
REALSYN,round_robin,0.90,0.66,1.00,657,672
REALSYN,round_robin,0.90,0.66,0.99,613,672
REALSYN,round_robin,0.90,0.66,1.00,660,672
REALSYN,round_robin,0.90,0.66,1.00,669,672
REALSYN,round_robin,0.90,0.66,1.00,656,672
REALSYN,round_robin,0.90,0.65,1.00,656,672
REALSYN,round_robin,0.90,0.66,1.00,619,672
REALSYN,round_robin,0.90,0.66,1.00,643,672
REALSYN,simple_arbiter,0.94,0.79,0.60,425,545
REALSYN,simple_arbiter,0.94,0.79,0.50,545,545
REALSYN,simple_arbiter,0.94,0.79,0.55,467,545
REALSYN,simple_arbiter,0.94,0.79,0.55,493,545
REALSYN,simple_arbiter,0.94,0.79,0.60,444,545
REALSYN,simple_arbiter,0.94,0.79,0.55,487,545
REALSYN,simple_arbiter,0.94,0.79,0.60,456,545
REALSYN,simple_arbiter,0.94,0.79,0.60,507,545
REALSYN,simple_arbiter,0.93,0.77,0.51,456,545
REALSYN,simple_arbiter,0.94,0.79,0.50,499,545
REAL,arbiter,0.99,0.87,0.50,283,469
REAL,arbiter,nan,nan,nan,nan,469
REAL,arbiter,0.99,0.87,0.53,381,469
REAL,arbiter,0.99,0.91,0.53,368,469
REAL,arbiter,0.99,0.85,0.63,342,469
REAL,arbiter,1.00,0.86,0.86,469,469
REAL,arbiter,1.00,0.88,0.91,384,469
REAL,arbiter,nan,nan,nan,nan,469
REAL,arbiter,0.99,0.92,0.57,436,469
REAL,arbiter,0.99,0.87,0.60,387,469
REAL,minepump,1.00,0.63,0.91,342,453
REAL,minepump,1.00,0.65,0.89,378,453
REAL,minepump,1.00,0.61,0.93,404,453
REAL,minepump,nan,nan,nan,nan,453
REAL,minepump,nan,nan,nan,nan,453
REAL,minepump,1.00,0.63,0.89,453,453
REAL,minepump,1.00,0.61,0.91,360,453
REAL,minepump,1.00,0.61,0.95,422,453
REAL,minepump,nan,nan,nan,nan,453
REAL,minepump,1.00,0.62,0.98,362,453
REAL,RG1,nan,nan,nan,nan,458
REAL,RG1,1.00,0.61,0.99,375,458
REAL,RG1,0.99,0.64,0.74,458,458
REAL,RG1,nan,nan,nan,nan,458
REAL,RG1,nan,nan,nan,nan,458
REAL,RG1,nan,nan,nan,nan,458
REAL,RG1,1.00,0.55,0.98,301,458
REAL,RG1,nan,nan,nan,nan,458
REAL,RG1,1.00,0.56,0.91,260,458
REAL,RG1,0.99,0.69,0.63,338,458
REAL,RG2,0.99,0.77,0.71,473,555
REAL,RG2,nan,nan,nan,nan,555
REAL,RG2,0.99,0.78,0.61,480,555
REAL,RG2,0.99,0.82,0.61,313,555
REAL,RG2,0.99,0.68,0.70,481,555
REAL,RG2,nan,nan,nan,nan,555
REAL,RG2,1.00,0.80,0.82,460,555
REAL,RG2,1.00,0.79,0.73,424,555
REAL,RG2,0.99,0.71,0.65,555,555
REAL,RG2,1.00,0.77,0.94,480,555
REAL,Lift,nan,nan,nan,nan,297
REAL,Lift,nan,nan,nan,nan,297
REAL,Lift,1.00,0.54,nan,297,297
REAL,Lift,1.00,0.54,nan,285,297
REAL,Lift,1.00,0.54,nan,172,297
REAL,Lift,nan,nan,nan,nan,297
REAL,Lift,1.00,0.54,nan,149,297
REAL,Lift,1.00,0.53,nan,225,297
REAL,Lift,1.00,0.54,nan,210,297
REAL,Lift,1.00,0.54,nan,201,297
REAL,HumanoidLTL_458,0.99,0.45,0.99,547,647
REAL,HumanoidLTL_458,0.99,0.45,0.97,590,647
REAL,HumanoidLTL_458,0.99,0.45,0.99,578,647
REAL,HumanoidLTL_458,0.99,0.45,0.98,647,647
REAL,HumanoidLTL_458,0.99,0.46,0.98,582,647
REAL,HumanoidLTL_458,nan,nan,nan,nan,647
REAL,HumanoidLTL_458,0.99,0.46,0.96,547,647
REAL,HumanoidLTL_458,0.99,0.44,0.98,517,647
REAL,HumanoidLTL_458,0.99,0.45,0.97,607,647
REAL,HumanoidLTL_458,0.99,0.44,0.97,508,647
REAL,GyroUnrealizable_Var1,0.99,0.43,nan,335,517
REAL,GyroUnrealizable_Var1,0.99,0.43,nan,406,517
REAL,GyroUnrealizable_Var1,0.99,0.43,nan,274,517
REAL,GyroUnrealizable_Var1,0.99,0.44,nan,266,517
REAL,GyroUnrealizable_Var1,0.99,0.43,nan,430,517
REAL,GyroUnrealizable_Var1,nan,nan,nan,nan,517
REAL,GyroUnrealizable_Var1,nan,nan,nan,nan,517
REAL,GyroUnrealizable_Var1,0.99,0.43,nan,517,517
REAL,GyroUnrealizable_Var1,0.99,0.43,nan,337,517
REAL,GyroUnrealizable_Var1,0.99,0.42,nan,378,517
REAL,GyroUnrealizable_Var2,0.99,0.46,nan,336,663
REAL,GyroUnrealizable_Var2,nan,nan,nan,nan,663
REAL,GyroUnrealizable_Var2,0.99,0.47,nan,619,663
REAL,GyroUnrealizable_Var2,nan,nan,nan,nan,663
REAL,GyroUnrealizable_Var2,0.99,0.47,nan,495,663
REAL,GyroUnrealizable_Var2,nan,nan,nan,nan,663
REAL,GyroUnrealizable_Var2,nan,nan,nan,nan,663
REAL,GyroUnrealizable_Var2,0.99,0.46,nan,614,663
REAL,GyroUnrealizable_Var2,0.99,0.47,nan,663,663
REAL,GyroUnrealizable_Var2,0.99,0.47,nan,647,663
REAL,detector,1.11,0.68,0.67,521,566
REAL,detector,1.13,0.69,0.84,551,566
REAL,detector,1.14,0.67,0.91,543,566
REAL,detector,1.13,0.65,0.84,533,566
REAL,detector,1.14,0.69,0.86,527,566
REAL,detector,1.13,0.64,0.83,566,566
REAL,detector,1.12,0.56,0.82,537,566
REAL,detector,1.13,0.68,0.85,512,566
REAL,detector,1.13,0.70,0.83,494,566
